Date,Temperature
1999-08-10,-14.21
1999-08-11,-11.42
1999-08-12,-10.62
1999-08-13,-15.09
1999-08-14,-12.78
1999-08-15,-12.06
1999-08-16,-13.25
1999-08-17,-15.69
1999-08-18,-10.21
1999-08-19,-12.9
1999-08-20,-12.26
1999-08-21,-16.95
1999-08-22,-11.43
1999-08-23,-15.12
1999-08-24,-18.98
1999-08-25,-15.06
1999-08-26,-11.32
1999-08-27,-13.02
1999-08-28,-13.25
1999-08-29,-15.62
1999-08-30,-19.12
1999-08-31,-15.97
1999-09-01,-15.16
1999-09-02,-19.73
1999-09-03,-22.34
1999-09-04,-17.12
1999-09-05,-20.31
1999-09-06,-20.77
1999-09-07,-22.87
1999-09-08,-23.25
1999-09-09,-20.56
1999-09-10,-24.73
1999-09-11,-30.61
1999-09-12,-31.06
1999-09-13,-21.26
1999-09-14,-30.13
1999-09-15,-29.09
1999-09-16,-19.48
1999-09-17,-16.05
1999-09-18,-17.88
1999-09-19,-13.74
1999-09-20,-19.46
1999-09-21,-13.91
1999-09-22,-10.44
1999-09-23,-15.73
1999-09-24,-21.7
1999-09-25,-19.79
1999-09-26,-32.72
1999-09-27,-17.08
1999-09-28,-16.5
1999-09-29,-17.18
1999-09-30,-31.35
1999-10-01,-27.81
1999-10-02,-29.39
1999-10-03,-19.92
1999-10-04,-22.26
1999-10-05,-27.49
1999-10-06,-27.21
1999-10-07,-30.71
1999-10-08,-23.72
1999-10-09,-23.84
1999-10-10,-27.08
1999-10-11,-25.45
1999-10-12,-25.43
1999-10-13,-28.5
1999-10-14,-27.73
1999-10-15,-27.51
1999-10-16,-21.23
1999-10-17,-17.88
1999-10-18,-17.92
1999-10-19,-19.59
1999-10-20,-14.33
1999-10-21,-16
1999-10-22,-18.24
1999-10-23,-29.74
1999-10-24,-45.5
1999-10-25,-31.35
1999-10-26,-25.11
1999-10-27,-27.22
1999-10-28,-35.97
1999-10-29,-34.81
1999-10-30,-34.78
1999-10-31,-47.53
1999-11-01,-35.13
1999-11-02,-30.6
1999-11-03,-35.59
1999-11-04,-33.98
1999-11-05,-34.37
1999-11-06,-25.11
1999-11-07,-34.08
1999-11-08,-43.42
1999-11-09,-25.67
1999-11-10,-9.72
1999-11-11,-9.2
1999-11-12,-29.65
1999-11-13,-15.41
1999-11-14,-18.92
1999-11-15,-33.15
1999-11-16,-31.11
1999-11-17,-13.85
1999-11-18,-11.73
1999-11-19,-15.74
1999-11-20,-22.79
1999-11-21,-33.86
1999-11-22,-42.56
1999-11-23,-35.67
1999-11-24,-35.93
1999-11-25,-41.27
1999-11-26,NA
1999-11-27,NA
1999-11-28,NA
1999-11-29,-51.03
1999-11-30,NA
1999-12-01,NA
1999-12-02,NA
1999-12-03,NA
1999-12-04,-47.01
1999-12-05,-41.66
1999-12-06,-39.38
1999-12-07,-40.68
1999-12-08,-44.03
1999-12-09,-43.03
1999-12-10,NA
1999-12-11,NA
1999-12-12,NA
1999-12-13,-46.93
1999-12-14,-36.09
1999-12-15,-37.62
1999-12-16,-44.74
1999-12-17,-35.12
1999-12-18,-23.38
1999-12-19,-26.5
1999-12-20,-23.7
1999-12-21,-24.69
1999-12-22,-19.94
1999-12-23,-24.06
1999-12-24,-26.8
1999-12-25,-27
1999-12-26,-27.16
1999-12-27,-29.21
1999-12-28,-33.54
1999-12-29,-30.07
1999-12-30,-29.4
1999-12-31,-25.62
2000-01-01,-27.82
2000-01-02,-41.04
2000-01-03,-39.96
2000-01-04,-38.46
2000-01-05,-42.75
2000-01-06,-38.11
2000-01-07,-42.64
2000-01-08,-39.79
2000-01-09,-34.68
2000-01-10,-30.47
2000-01-11,-31.05
2000-01-12,-28.26
2000-01-13,-27.47
2000-01-14,-20.3
2000-01-15,-19.34
2000-01-16,-34.95
2000-01-17,-34.62
2000-01-18,-24.98
2000-01-19,-23.91
2000-01-20,-13.2
2000-01-21,-23.62
2000-01-22,-14.8
2000-01-23,-13.36
2000-01-24,-17.97
2000-01-25,-25.16
2000-01-26,-49.09
2000-01-27,-48.64
2000-01-28,NA
2000-01-29,NA
2000-01-30,-51.19
2000-01-31,-47.61
2000-02-01,-42.99
2000-02-02,-44.99
2000-02-03,-50.23
2000-02-04,-39.82
2000-02-05,-36.48
2000-02-06,-37.4
2000-02-07,-38.19
2000-02-08,-30.99
2000-02-09,-30.32
2000-02-10,-33.09
2000-02-11,-34.73
2000-02-12,-44.93
2000-02-13,-45.6
2000-02-14,-35.15
2000-02-15,-35.93
2000-02-16,-42.66
2000-02-17,-45.87
2000-02-18,-37.66
2000-02-19,-33.53
2000-02-20,-31.71
2000-02-21,-32.25
2000-02-22,-47.52
2000-02-23,-41.67
2000-02-24,-44.17
2000-02-25,-34.04
2000-02-26,-33.41
2000-02-27,-33.06
2000-02-28,-32.3
2000-02-29,-37.51
2000-03-01,-42.54
2000-03-02,-45.9
2000-03-03,-38.04
2000-03-04,-36.52
2000-03-05,-49.43
2000-03-06,-42.7
2000-03-07,-43.41
2000-03-08,-45.11
2000-03-09,-40.39
2000-03-10,-36.43
2000-03-11,-34.09
2000-03-12,-33.03
2000-03-13,-36.37
2000-03-14,-37.32
2000-03-15,-37.13
2000-03-16,-33.72
2000-03-17,-39.73
2000-03-18,-33.41
2000-03-19,-45.7
2000-03-20,-47.74
2000-03-21,-45.77
2000-03-22,-44.54
2000-03-23,-27.77
2000-03-24,-39.01
2000-03-25,-27.91
2000-03-26,-23.63
2000-03-27,-23.72
2000-03-28,-21.49
2000-03-29,-24.85
2000-03-30,-33.69
2000-03-31,-29.28
2000-04-01,-30.82
2000-04-02,-31.67
2000-04-03,-25.45
2000-04-04,-22.74
2000-04-05,-20.82
2000-04-06,-27.44
2000-04-07,-23.26
2000-04-08,-26.01
2000-04-09,-27.99
2000-04-10,-19.8
2000-04-11,-15.69
2000-04-12,-15.25
2000-04-13,-13.13
2000-04-14,-31.04
2000-04-15,-17.77
2000-04-16,-18.38
2000-04-17,-19.05
2000-04-18,-19.21
2000-04-19,-21.42
2000-04-20,-22.75
2000-04-21,-25.63
2000-04-22,-13.91
2000-04-23,-21.74
2000-04-24,-25.11
2000-04-25,-25.3
2000-04-26,-20.99
2000-04-27,-16.87
2000-04-28,-14.12
2000-04-29,-17.68
2000-04-30,-15.47
2000-05-01,-10.66
2000-05-02,-19.61
2000-05-03,-19.75
2000-05-04,-15.5
2000-05-05,-18.11
2000-05-06,-19.69
2000-05-07,-24.93
2000-05-08,-21.51
2000-05-09,-30.9
2000-05-10,-25.49
2000-05-11,-13.23
2000-05-12,-14.03
2000-05-13,-19.12
2000-05-14,-12.98
2000-05-15,-12.98
2000-05-16,-14.83
2000-05-17,-23.44
2000-05-18,-22.78
2000-05-19,-11.01
2000-05-20,-12.65
2000-05-21,-13.1
2000-05-22,-16.02
2000-05-23,-16.01
2000-05-24,-16.76
2000-05-25,-17.7
2000-05-26,-18.72
2000-05-27,-15.53
2000-05-28,-17.57
2000-05-29,-22.29
2000-05-30,-22.14
2000-05-31,-26.81
2000-06-01,-28.47
2000-06-02,-17.41
2000-06-03,-18.99
2000-06-04,NA
2000-06-05,NA
2000-06-06,NA
2000-06-07,NA
2000-06-08,NA
2000-06-09,NA
2000-06-10,NA
2000-06-11,NA
2000-06-12,NA
2000-06-13,NA
2000-06-14,NA
2000-06-15,NA
2000-06-16,-17.08
2000-06-17,-13.46
2000-06-18,-13.27
2000-06-19,-12.03
2000-06-20,-13.86
2000-06-21,-12.12
2000-06-22,-13.77
2000-06-23,-15.81
2000-06-24,-11.15
2000-06-25,-11.45
2000-06-26,-13.5
2000-06-27,-8.89
2000-06-28,-4.25
2000-06-29,-9.89
2000-06-30,-10.55
2000-07-01,-11.11
2000-07-02,-10.52
2000-07-03,-12.07
2000-07-04,-10.65
2000-07-05,-10.54
2000-07-06,-8.49
2000-07-07,-8.04
2000-07-08,-6.06
2000-07-09,-5.96
2000-07-10,-4.22
2000-07-11,-7.99
2000-07-12,-9.13
2000-07-13,-13.61
2000-07-14,-9.15
2000-07-15,-13.23
2000-07-16,-14.06
2000-07-17,-12.92
2000-07-18,-16.61
2000-07-19,-16.35
2000-07-20,-10.79
2000-07-21,-17
2000-07-22,-14.86
2000-07-23,-13.25
2000-07-24,-5.93
2000-07-25,-7.02
2000-07-26,-12.12
2000-07-27,-13.33
2000-07-28,-6.89
2000-07-29,-3.63
2000-07-30,-2.5
2000-07-31,-7.14
2000-08-01,-7.77
2000-08-02,-5.21
2000-08-03,-9.31
2000-08-04,-12.48
2000-08-05,-15.04
2000-08-06,-13.6
2000-08-07,-7.99
2000-08-08,-12.52
2000-08-09,-7.54
2000-08-10,-12.04
2000-08-11,-10.28
2000-08-12,-11.6
2000-08-13,-12.67
2000-08-14,-7.55
2000-08-15,-9.67
2000-08-16,-13.89
2000-08-17,-8.56
2000-08-18,-5.12
2000-08-19,-2.47
2000-08-20,-2.65
2000-08-21,-5.73
2000-08-22,-8.18
2000-08-23,-8.74
2000-08-24,-9.57
2000-08-25,-15.54
2000-08-26,-16.88
2000-08-27,-11.73
2000-08-28,-20.35
2000-08-29,-20.19
2000-08-30,-12.7
2000-08-31,-8.81
2000-09-01,-8.75
2000-09-02,-8.48
2000-09-03,-12.13
2000-09-04,-9.91
2000-09-05,-11.33
2000-09-06,-12.82
2000-09-07,-17.25
2000-09-08,-20.39
2000-09-09,-23.9
2000-09-10,-18.02
2000-09-11,-21.5
2000-09-12,-18.27
2000-09-13,-22.84
2000-09-14,-19.14
2000-09-15,-23.92
2000-09-16,-29.65
2000-09-17,-24.78
2000-09-18,-14.84
2000-09-19,-10.39
2000-09-20,-10.62
2000-09-21,-14.73
2000-09-22,-17.46
2000-09-23,-7.94
2000-09-24,-10.36
2000-09-25,-8.88
2000-09-26,-11.64
2000-09-27,-15.01
2000-09-28,-18.56
2000-09-29,-16.54
2000-09-30,-21.65
2000-10-01,-23.74
2000-10-02,-31
2000-10-03,-24.77
2000-10-04,-24.59
2000-10-05,-25.3
2000-10-06,-16.18
2000-10-07,-23.45
2000-10-08,-32.94
2000-10-09,-35.23
2000-10-10,-44.13
2000-10-11,-44.23
2000-10-12,-34.05
2000-10-13,-30.49
2000-10-14,-34.1
2000-10-15,-35.67
2000-10-16,-33.78
2000-10-17,-38.39
2000-10-18,-38.67
2000-10-19,-41.23
2000-10-20,-42.72
2000-10-21,-41.47
2000-10-22,-30.78
2000-10-23,-33.97
2000-10-24,-39.39
2000-10-25,-33.94
2000-10-26,-30.17
2000-10-27,-23.48
2000-10-28,-22.32
2000-10-29,-26.19
2000-10-30,-26.16
2000-10-31,-43.25
2000-11-01,-50.09
2000-11-02,-40.57
2000-11-03,-34.55
2000-11-04,-33.71
2000-11-05,-26.82
2000-11-06,-22.29
2000-11-07,-23.9
2000-11-08,-24.91
2000-11-09,-44.46
2000-11-10,-48.94
2000-11-11,-40.57
2000-11-12,-29.46
2000-11-13,-27.68
2000-11-14,-40.37
2000-11-15,-42.15
2000-11-16,-42.76
2000-11-17,-37.19
2000-11-18,-19.9
2000-11-19,-14.77
2000-11-20,-14.25
2000-11-21,-19.35
2000-11-22,-29.39
2000-11-23,-25
2000-11-24,-29.56
2000-11-25,-32.08
2000-11-26,-46.16
2000-11-27,-42.43
2000-11-28,-29.66
2000-11-29,-42.94
2000-11-30,-40.56
2000-12-01,-41.54
2000-12-02,-31.31
2000-12-03,-23.75
2000-12-04,-24.53
2000-12-05,-29.3
2000-12-06,-30.11
2000-12-07,-40.26
2000-12-08,-37.07
2000-12-09,-32.09
2000-12-10,-31.76
2000-12-11,-37.12
2000-12-12,-53.64
2000-12-13,-49.99
2000-12-14,-31.42
2000-12-15,-31.05
2000-12-16,-32.59
2000-12-17,-46.76
2000-12-18,-31.22
2000-12-19,-28.36
2000-12-20,-29.45
2000-12-21,-27.38
2000-12-22,-27.06
2000-12-23,-23.1
2000-12-24,-22.01
2000-12-25,-35.85
2000-12-26,-37.26
2000-12-27,-23.33
2000-12-28,-23.52
2000-12-29,-50.14
2000-12-30,-51.18
2000-12-31,-46.54
2001-01-01,-46.37
2001-01-02,-43.71
2001-01-03,-40.8
2001-01-04,-45.34
2001-01-05,-43.82
2001-01-06,-50.69
2001-01-07,-39.73
2001-01-08,-36.72
2001-01-09,-33.61
2001-01-10,-22.12
2001-01-11,-21.8
2001-01-12,-22.26
2001-01-13,-20.63
2001-01-14,-26.67
2001-01-15,-38.5
2001-01-16,-36.44
2001-01-17,-44.93
2001-01-18,-51.96
2001-01-19,-27.48
2001-01-20,-29.59
2001-01-21,-32.12
2001-01-22,-30.34
2001-01-23,-28.88
2001-01-24,-27.09
2001-01-25,-30.98
2001-01-26,-33.17
2001-01-27,-33.08
2001-01-28,-27.49
2001-01-29,-25.03
2001-01-30,-22.6
2001-01-31,-19.29
2001-02-01,-20.94
2001-02-02,-19.9
2001-02-03,-20.17
2001-02-04,-24.64
2001-02-05,-28.52
2001-02-06,-24.71
2001-02-07,-36.15
2001-02-08,-44.44
2001-02-09,-50.95
2001-02-10,-55.9
2001-02-11,-58.99
2001-02-12,-39.76
2001-02-13,-34.57
2001-02-14,-45.9
2001-02-15,-48.94
2001-02-16,-58.23
2001-02-17,-35.26
2001-02-18,-39.83
2001-02-19,-30.33
2001-02-20,-36.58
2001-02-21,-44.56
2001-02-22,-42.25
2001-02-23,-26.02
2001-02-24,-22.46
2001-02-25,-34.62
2001-02-26,-31.53
2001-02-27,-37.02
2001-02-28,-18.66
2001-03-01,-19.55
2001-03-02,-20.51
2001-03-03,-37.34
2001-03-04,-40.15
2001-03-05,-43.38
2001-03-06,-47.33
2001-03-07,-45
2001-03-08,-44.25
2001-03-09,-31.57
2001-03-10,-23.53
2001-03-11,-23.65
2001-03-12,-28.07
2001-03-13,-30.46
2001-03-14,-30.08
2001-03-15,-39.67
2001-03-16,-34.32
2001-03-17,-33.05
2001-03-18,-33.09
2001-03-19,-32.66
2001-03-20,-25.12
2001-03-21,-42.41
2001-03-22,-48.77
2001-03-23,-42.48
2001-03-24,-44.26
2001-03-25,-40.01
2001-03-26,-38.92
2001-03-27,-42.04
2001-03-28,-43.53
2001-03-29,-37.97
2001-03-30,-37
2001-03-31,-30.53
2001-04-01,-29.93
2001-04-02,-31.19
2001-04-03,-28
2001-04-04,-28.21
2001-04-05,-28.81
2001-04-06,-32.07
2001-04-07,-34.34
2001-04-08,-37
2001-04-09,-32.91
2001-04-10,-30.35
2001-04-11,-26.57
2001-04-12,-19.84
2001-04-13,-25.35
2001-04-14,-20.57
2001-04-15,-20.34
2001-04-16,-23.24
2001-04-17,-20.29
2001-04-18,-13.02
2001-04-19,-13.69
2001-04-20,-17.39
2001-04-21,-12.11
2001-04-22,-12.34
2001-04-23,-21.87
2001-04-24,-14.63
2001-04-25,-28.62
2001-04-26,-22.91
2001-04-27,-16.38
2001-04-28,-20.8
2001-04-29,-22.12
2001-04-30,-17.29
2001-05-01,-8.97
2001-05-02,-24.49
2001-05-03,-19.25
2001-05-04,-23.63
2001-05-05,-12.18
2001-05-06,-16.23
2001-05-07,-16.86
2001-05-08,-21.06
2001-05-09,-19.41
2001-05-10,-18.23
2001-05-11,-15.06
2001-05-12,-17.38
2001-05-13,-23.59
2001-05-14,-27.46
2001-05-15,-15.1
2001-05-16,-18.35
2001-05-17,-17.74
2001-05-18,-24.51
2001-05-19,-21.68
2001-05-20,-27.34
2001-05-21,-23.98
2001-05-22,-17.73
2001-05-23,-17.7
2001-05-24,-17.27
2001-05-25,-16.5
2001-05-26,-16.87
2001-05-27,-15.22
2001-05-28,-12.7
2001-05-29,-18.9
2001-05-30,-16.57
2001-05-31,-19.92
2001-06-01,-16.28
2001-06-02,-14.17
2001-06-03,-19.39
2001-06-04,-21.07
2001-06-05,-12.52
2001-06-06,-15.81
2001-06-07,-13.04
2001-06-08,-13.6
2001-06-09,-16.38
2001-06-10,-15.02
2001-06-11,-10.5
2001-06-12,-9.89
2001-06-13,-13.04
2001-06-14,-15.94
2001-06-15,-14.81
2001-06-16,-12.2
2001-06-17,-10.41
2001-06-18,-10.64
2001-06-19,-8.81
2001-06-20,-10.68
2001-06-21,-11.94
2001-06-22,-11.79
2001-06-23,-10.09
2001-06-24,-10.34
2001-06-25,-8.12
2001-06-26,-9.68
2001-06-27,-9.98
2001-06-28,-12.28
2001-06-29,-11.21
2001-06-30,-10.28
2001-07-01,-10.45
2001-07-02,-11.76
2001-07-03,-11.59
2001-07-04,-11.66
2001-07-05,-13.61
2001-07-06,-7.06
2001-07-07,-6.55
2001-07-08,-8.58
2001-07-09,-12.53
2001-07-10,-12.06
2001-07-11,-11.52
2001-07-12,-11.03
2001-07-13,-9.5
2001-07-14,-9.22
2001-07-15,-9.47
2001-07-16,-9.41
2001-07-17,-10.14
2001-07-18,-13.01
2001-07-19,-12.96
2001-07-20,-13.63
2001-07-21,-15.16
2001-07-22,-12.15
2001-07-23,-12.79
2001-07-24,-13.65
2001-07-25,-15.4
2001-07-26,-15.94
2001-07-27,-11.27
2001-07-28,-10.49
2001-07-29,-7.58
2001-07-30,-7.9
2001-07-31,-11.13
2001-08-01,-10.52
2001-08-02,-8.81
2001-08-03,-8.83
2001-08-04,-6.62
2001-08-05,-5.01
2001-08-06,-5.22
2001-08-07,-8.91
2001-08-08,-4.11
2001-08-09,-5.71
2001-08-10,-3.71
2001-08-11,-7.5
2001-08-12,-6.99
2001-08-13,-6.1
2001-08-14,-8.43
2001-08-15,-10.92
2001-08-16,-12.87
2001-08-17,-12.06
2001-08-18,-14.77
2001-08-19,-17.08
2001-08-20,-12.62
2001-08-21,-9.19
2001-08-22,-9.4
2001-08-23,-8.27
2001-08-24,-11.6
2001-08-25,-11.23
2001-08-26,-13.08
2001-08-27,-9.32
2001-08-28,-10.29
2001-08-29,-15.45
2001-08-30,-19.48
2001-08-31,-12.11
2001-09-01,-11.97
2001-09-02,-15.78
2001-09-03,-12.69
2001-09-04,-16.25
2001-09-05,-20.26
2001-09-06,-17.95
2001-09-07,-20.04
2001-09-08,-17.25
2001-09-09,-10.96
2001-09-10,-15.94
2001-09-11,-19.08
2001-09-12,-18.35
2001-09-13,-16.66
2001-09-14,-17.6
2001-09-15,-28.94
2001-09-16,-18.08
2001-09-17,-18.51
2001-09-18,-22.5
2001-09-19,-21.45
2001-09-20,-20.11
2001-09-21,-19.75
2001-09-22,-13.51
2001-09-23,-15.25
2001-09-24,-13.37
2001-09-25,-13.31
2001-09-26,-14.87
2001-09-27,-18.01
2001-09-28,-19.71
2001-09-29,-20.94
2001-09-30,-27.05
2001-10-01,-15.53
2001-10-02,-20.59
2001-10-03,-13.87
2001-10-04,-21.04
2001-10-05,-24.85
2001-10-06,-30.31
2001-10-07,-26.5
2001-10-08,-21.5
2001-10-09,-19.84
2001-10-10,-19.79
2001-10-11,-25.32
2001-10-12,-27.97
2001-10-13,-29.8
2001-10-14,-29.92
2001-10-15,-26.23
2001-10-16,-20.53
2001-10-17,-13.26
2001-10-18,-10.89
2001-10-19,-20.77
2001-10-20,-16.31
2001-10-21,-12.83
2001-10-22,-16.47
2001-10-23,-21.55
2001-10-24,-21.64
2001-10-25,-22.71
2001-10-26,-29.71
2001-10-27,-32.55
2001-10-28,-30.66
2001-10-29,-41.79
2001-10-30,-44.08
2001-10-31,-42.34
2001-11-01,-30.65
2001-11-02,-31.17
2001-11-03,-40.15
2001-11-04,-50.88
2001-11-05,-44.97
2001-11-06,-42.7
2001-11-07,-39.78
2001-11-08,-18.91
2001-11-09,-15.65
2001-11-10,-31.42
2001-11-11,-42.45
2001-11-12,-30.35
2001-11-13,-25.24
2001-11-14,-27.63
2001-11-15,-29.49
2001-11-16,-28.18
2001-11-17,-30.28
2001-11-18,-15.25
2001-11-19,-16.04
2001-11-20,-41.35
2001-11-21,-38.23
2001-11-22,-23.05
2001-11-23,-37.92
2001-11-24,-40.64
2001-11-25,-47.5
2001-11-26,-49.81
2001-11-27,-37.6
2001-11-28,-28.97
2001-11-29,-27.79
2001-11-30,-25.21
2001-12-01,-26.65
2001-12-02,-30.66
2001-12-03,-43.49
2001-12-04,-43.77
2001-12-05,-31.06
2001-12-06,-32.43
2001-12-07,-41.73
2001-12-08,-31.77
2001-12-09,-21.97
2001-12-10,-21.19
2001-12-11,-20.35
2001-12-12,-34.28
2001-12-13,-14.91
2001-12-14,-14.14
2001-12-15,-16.77
2001-12-16,-16.46
2001-12-17,-15.78
2001-12-18,-16.14
2001-12-19,-14.88
2001-12-20,-15.3
2001-12-21,-16.62
2001-12-22,-16.57
2001-12-23,-20.8
2001-12-24,-29.96
2001-12-25,-32.86
2001-12-26,-36.78
2001-12-27,-49.95
2001-12-28,-38.78
2001-12-29,-26.1
2001-12-30,-27.42
2001-12-31,-35.73
2002-01-01,-27.4
2002-01-02,-21.01
2002-01-03,-21.58
2002-01-04,-24.18
2002-01-05,-25.12
2002-01-06,-27.16
2002-01-07,-34.37
2002-01-08,-46.46
2002-01-09,-34.26
2002-01-10,-43.2
2002-01-11,-47.32
2002-01-12,-53.01
2002-01-13,-32.53
2002-01-14,-29.88
2002-01-15,-28.27
2002-01-16,-26.36
2002-01-17,-27.43
2002-01-18,-34.04
2002-01-19,-34.77
2002-01-20,-39.85
2002-01-21,-46.12
2002-01-22,-37.94
2002-01-23,-39.64
2002-01-24,-37.65
2002-01-25,-40.13
2002-01-26,-41.26
2002-01-27,-38.1
2002-01-28,-37.6
2002-01-29,-35.49
2002-01-30,-46.36
2002-01-31,-43.93
2002-02-01,-37.15
2002-02-02,-48.8
2002-02-03,-55.08
2002-02-04,-40.96
2002-02-05,-43.06
2002-02-06,-38.71
2002-02-07,-37.08
2002-02-08,-35.54
2002-02-09,-44.18
2002-02-10,-46.91
2002-02-11,-51.13
2002-02-12,-34.12
2002-02-13,-30.37
2002-02-14,-36.78
2002-02-15,-50.68
2002-02-16,-44.24
2002-02-17,-49.87
2002-02-18,-46.18
2002-02-19,-40.62
2002-02-20,-56.15
2002-02-21,-56.01
2002-02-22,-51.8
2002-02-23,-52.15
2002-02-24,-48.73
2002-02-25,-36.32
2002-02-26,-31.27
2002-02-27,-32.55
2002-02-28,-39.36
2002-03-01,-14.31
2002-03-02,-18.03
2002-03-03,-44.17
2002-03-04,-45.72
2002-03-05,-44.01
2002-03-06,-44.34
2002-03-07,-41.41
2002-03-08,-52.11
2002-03-09,-45.28
2002-03-10,-50.35
2002-03-11,-45.76
2002-03-12,-28.94
2002-03-13,-27.18
2002-03-14,-41.62
2002-03-15,-43.83
2002-03-16,-36.52
2002-03-17,-31.8
2002-03-18,-33.58
2002-03-19,-36.55
2002-03-20,-29.52
2002-03-21,-28.9
2002-03-22,-25.05
2002-03-23,-21.12
2002-03-24,-27.31
2002-03-25,-21.96
2002-03-26,-21.5
2002-03-27,-26.34
2002-03-28,-32.12
2002-03-29,-31.36
2002-03-30,-28.1
2002-03-31,-33.39
2002-04-01,-30.17
2002-04-02,-25.56
2002-04-03,-30.33
2002-04-04,-31.75
2002-04-05,-27.84
2002-04-06,-21.01
2002-04-07,-24.1
2002-04-08,-32.35
2002-04-09,-25.57
2002-04-10,-34.26
2002-04-11,-34.15
2002-04-12,-26.53
2002-04-13,-28.83
2002-04-14,-32.3
2002-04-15,-32.42
2002-04-16,-24.6
2002-04-17,-19.87
2002-04-18,-19.81
2002-04-19,-23.21
2002-04-20,-20.97
2002-04-21,-16.68
2002-04-22,-29.21
2002-04-23,-30.43
2002-04-24,-28.66
2002-04-25,-33.64
2002-04-26,-34.72
2002-04-27,-32.67
2002-04-28,-28.95
2002-04-29,-25.8
2002-04-30,-23.27
2002-05-01,-21.12
2002-05-02,-22.5
2002-05-03,-22.99
2002-05-04,-19.17
2002-05-05,-20.1
2002-05-06,-13.56
2002-05-07,-10.77
2002-05-08,-25.76
2002-05-09,-24.01
2002-05-10,-16.69
2002-05-11,-17.29
2002-05-12,-16.99
2002-05-13,-12.42
2002-05-14,-12.89
2002-05-15,-11.56
2002-05-16,-14.69
2002-05-17,-13.47
2002-05-18,-16.79
2002-05-19,-17.7
2002-05-20,-17.31
2002-05-21,-16.79
2002-05-22,-16.9
2002-05-23,-13.59
2002-05-24,-10.11
2002-05-25,-9.88
2002-05-26,-10.81
2002-05-27,-10.32
2002-05-28,-12.52
2002-05-29,-13.15
2002-05-30,-13.38
2002-05-31,-13.78
2002-06-01,-11.93
2002-06-02,-18.86
2002-06-03,-12.8
2002-06-04,-10.53
2002-06-05,-10.15
2002-06-06,-8.54
2002-06-07,-11.31
2002-06-08,-10.32
2002-06-09,-7.21
2002-06-10,-5.91
2002-06-11,-6.98
2002-06-12,-5.33
2002-06-13,-5.96
2002-06-14,-8.92
2002-06-15,-9.2
2002-06-16,-4.07
2002-06-17,-7.53
2002-06-18,-13.37
2002-06-19,-12.98
2002-06-20,-8.98
2002-06-21,-12.95
2002-06-22,-11.04
2002-06-23,-10.19
2002-06-24,-8.3
2002-06-25,-9.13
2002-06-26,-12.66
2002-06-27,-4.46
2002-06-28,-1.72
2002-06-29,-1.28
2002-06-30,-3.44
2002-07-01,-3.21
2002-07-02,-6.56
2002-07-03,-5.96
2002-07-04,-9.43
2002-07-05,-9.64
2002-07-06,-8.37
2002-07-07,-8.46
2002-07-08,-9.34
2002-07-09,-5.83
2002-07-10,-6.66
2002-07-11,-5.42
2002-07-12,-4.07
2002-07-13,-3.99
2002-07-14,-10.27
2002-07-15,-10.29
2002-07-16,-9.55
2002-07-17,-10.26
2002-07-18,-5.35
2002-07-19,-3.34
2002-07-20,-3.03
2002-07-21,-3.48
2002-07-22,-7.79
2002-07-23,-6.57
2002-07-24,-11.17
2002-07-25,-9.45
2002-07-26,-12.18
2002-07-27,-13.22
2002-07-28,-12.31
2002-07-29,-11.34
2002-07-30,-11.89
2002-07-31,-12.24
2002-08-01,-12.39
2002-08-02,-13.72
2002-08-03,-12.17
2002-08-04,-10.29
2002-08-05,-12.35
2002-08-06,-14.69
2002-08-07,-9.22
2002-08-08,-9.43
2002-08-09,-16.66
2002-08-10,-15.61
2002-08-11,-12.14
2002-08-12,-5.54
2002-08-13,-11.54
2002-08-14,-13.7
2002-08-15,-17.56
2002-08-16,-13.91
2002-08-17,-11.62
2002-08-18,-9.31
2002-08-19,-12.91
2002-08-20,-13.43
2002-08-21,-12.62
2002-08-22,-16.74
2002-08-23,-19.32
2002-08-24,-12.56
2002-08-25,-11.61
2002-08-26,-13.65
2002-08-27,-17.09
2002-08-28,-17.06
2002-08-29,-20.57
2002-08-30,-21.22
2002-08-31,-15.9
2002-09-01,-21.97
2002-09-02,-21.72
2002-09-03,-14.44
2002-09-04,-15.89
2002-09-05,-21.62
2002-09-06,-12.38
2002-09-07,-5.01
2002-09-08,-7.12
2002-09-09,-7.36
2002-09-10,-8.83
2002-09-11,-8.68
2002-09-12,-12.22
2002-09-13,-4.76
2002-09-14,-8.48
2002-09-15,-8.34
2002-09-16,-14.75
2002-09-17,-17.3
2002-09-18,-21.36
2002-09-19,-22.57
2002-09-20,-14.66
2002-09-21,-11.05
2002-09-22,-9.22
2002-09-23,-14.82
2002-09-24,-13.05
2002-09-25,-13.22
2002-09-26,-23.07
2002-09-27,-23.59
2002-09-28,-27.96
2002-09-29,-24.94
2002-09-30,-16.18
2002-10-01,-8.91
2002-10-02,-7.7
2002-10-03,-9.91
2002-10-04,-18.68
2002-10-05,-16.78
2002-10-06,-21.23
2002-10-07,-19.51
2002-10-08,-21.55
2002-10-09,-14.63
2002-10-10,-17.38
2002-10-11,-17.09
2002-10-12,-16.84
2002-10-13,-21.99
2002-10-14,-26.05
2002-10-15,-29.53
2002-10-16,-31
2002-10-17,-30.5
2002-10-18,-29.56
2002-10-19,-34.51
2002-10-20,-26.97
2002-10-21,-33.71
2002-10-22,-34.37
2002-10-23,-33.57
